talk_id,edition_id,recommended_variant,proposed_title,pitch_angle,fit_reason,past_session_evidence_ids,audience_rating,topic_rating,timing_rating,readiness_rating,logistics_rating,reach_rating,known_points,evidence_coverage_percent,queue,constraints,next_action,next_check_date
failure-improvement,ed-evt-swiss-testing-day-swiss-testing-day-2027,30-minute variant,Automating Improvement From Failure Without Automating New Failure,"Lead with failed experiments, evidence gates and the limits of self-improving-system claims.","Conference explicitly asks for facts over hype, failed experiments, AI governance and nondeterministic-system testing.",src-failure-improvement-ev-fi-swiss-past1;src-failure-improvement-ev-fi-swiss-past2,4,5,5,5,,3,80,90,1-verified-actionable,Travel/hotel and presentation language not established.,Submit the existing 30-minute variant after verifying language and travel constraints.,2026-10-01
parallelization,ed-evt-swiss-testing-day-swiss-testing-day-2027,30-minute adaptation,Why Five AI Reviewers Can Still Miss the Same Bug,"Lead with correlated failure, concrete reviewer perspectives and deterministic checks before widening to search and speculation.","The conference invites nondeterministic-system testing, failed experiments and AI risk content; exact 30-minute format exists.",src-parallelization-ev-pa-swiss-past1;src-parallelization-ev-pa-swiss-past2,4,4,5,5,,3,77,90,1-verified-actionable,Language and travel support are not established.,Submit the 30-minute verification-focused version by October 31 after confirming language.,2026-10-01
skeptic-education,ed-evt-sxsw-edu-conference-and-festival-sxsw-edu-2027,Solo presentation or workshop,AI Use Isn't Learning,Cross-ecosystem provocation with practical evidence checks,"Excellent cross-sector audience and high reuse value, but proposal and community-voting windows are closed",,5,5,0,4,,5,68,83,historical-monitor,2027 route closed; proposal needs public video/visual and speaker bio/organization; one proposal per account,Monitor the 2028 PanelPicker cycle; begin no public asset work without authorization,2027-05-15
benchmarks,ed-evt-taqelah-testing-conference-taqelah-testing-conference-2027,30-minute,Stop Borrowing Benchmarks: Test the Failures Your Users Actually See,"A compact field guide to workload sampling, failure classes, judge calibration, and regression gates","Direct testing community, open to new speakers, with a community-run Southeast Asian audience",,5,5,5,4,,3,80,82,submit-next,Requires 30-minute adaptation unless CFP offers longer; economics and form details unknown,Open the CFP form and verify format/economics before tailoring,2026-09-12
failure-improvement,ed-evt-taqelah-testing-conference-taqelah-testing-conference-2027,25-minute cut,Automating Improvement From Failure: Tests That Teach the Workflow,"Use testing vocabulary and the offline demo to show durable, reviewable improvement rather than autonomous self-editing.",Testing audience and AI-testing precedent are strong; organizer advertises a 25-minute talk route.,src-failure-improvement-ev-fi-ttc-past1;src-failure-improvement-ev-fi-ttc-past2,4,5,5,4,3,3,82,100,1-verified-actionable,Format/travel evidence partly comes from organizer social post; intercontinental support may not cover actual travel.,"Verify the submission form details, then prepare the 25-minute version by October 30.",2026-10-01
parallelization,ed-evt-taqelah-testing-conference-taqelah-testing-conference-2027,25-minute cut,Testing Parallel Agent Work Without Voting on Truth,"Focus on reproducible counterexamples, evidence ownership and deterministic acceptance rather than majority agreement.",Testing audience and AI-testing history support a targeted cut; orchestration depth is secondary.,src-parallelization-ev-pa-ttc-past1;src-parallelization-ev-pa-ttc-past2,4,4,5,4,3,3,81,100,1-verified-actionable,Some format/travel evidence is from an organizer social source and needs submission-flow verification.,Verify the call details and submit the 25-minute verification cut by October 30.,2026-10-01
evidence-learning,ed-evt-teaching-and-learning-with-ai-conference-teaching-and-learning-with-,30-minute concurrent,Stop Trying to Catch Students Using AI: Designing Better Evidence of Learning,Practical AI-era assessment redesign for faculty,"The conference directly targets faculty and instructional designers and lists academic integrity, assessment, and critical thinking as themes.",src-evidence-learning-src-ucf-past-1;src-evidence-learning-src-ucf-past-2,5,5,4,4,2,4,87,93,upcoming/rolling routes to prepare for,FINALIST; in-person only; 30-minute concurrent is shorter than the main deck; presenter fee TBA,Build the 30-minute cut and proposal package before the call opens October 5; verify guidelines and presenter fee then.,2026-10-05
skeptic-education,ed-evt-teaching-and-learning-with-ai-conference-teaching-and-learning-with-,30-minute concurrent talk,A Skeptic's Guide to Evaluating AI for Learning,Turn AI adoption questions into explicit capability choices and pilot measures,Conference is devoted to AI in higher-ed teaching and has prior sessions on AI-resilient courses and assessment; thesis is directly on target,src-skeptic-education-ev-071;src-skeptic-education-ev-072,5,5,5,4,3,4,91,100,upcoming-or-rolling,In-person only; presenter registration required; guidelines and presenter price not yet published,Prepare now; recheck full guidelines when the call opens 2026-10-05 and submit by 2027-01-22 if eligibility/economics work,2026-10-05
skeptic-education,ed-evt-teaching-professor-conference-teaching-professor-conference-2027,20-minute session or 60-minute interactive,A Skeptic's Guide to Teaching and Learning with AI,Practical assignment redesign and evidence-based teaching for faculty,Very strong faculty audience and practical evidence-based focus; 2026 included AI-literacy plenary,,5,5,2,5,1,3,72,100,historical-monitor,No 2027 CFP verified; historical presenters paid registration and travel,"Monitor for 2027 call, likely late 2026, without treating the 2026 deadline as current",2026-10-15
benchmarks,ed-evt-testbash-ministry-of-testing-continuous-call-for-contributions,30-minute,Your Benchmark Is Someone Else's Test Case,"Help testers construct workload-derived evals, calibrated judges, failure slices, and regression gates","Exact practitioner testing audience, rolling intake, practical format, and unusually clear travel/fee terms",,5,5,3,5,5,3,92,94,rolling,No specific edition or response timeline; online talk may require pre-recording,Submit only after choosing online versus in-person contribution and checking current rights,2026-10-01
benchmarks,ed-evt-testcon-europe-testcon-europe-2027,40-minute,From Benchmarks to Better Test Strategy for AI,Translate model evaluation into practical software-quality gates,Regional European testing audience is relevant,,4,5,2,5,,,61,45,research,No verified 2027 edition or intake,Monitor official site; do not infer dates from prior cycles,2026-12-01
benchmarks,ed-evt-testing-united-testing-united-2027,40-minute,Stop Borrowing Benchmarks,Practical AI-quality strategy for a Central European testing audience,Testing and quality audience is relevant but current route is unverified,,4,5,2,5,,,61,43,research,No verified 2027 edition/CFP,Monitor official site,2026-12-01
retrieval,ed-evt-text-retrieval-conference-trec-2026,research poster or plenary,From RAGs to Retrievals,Run-based evaluation of retrieval and RAG components,Topic fit is exact: NIST's 2026 tracks include RAG and multilingual RAG evaluation.,src-retrieval-src-trec-home;src-retrieval-src-trec-cfp,3,5,2,0,,,43,78,exclusions,"RESEARCH-PARTICIPATION ROUTE; requires organization registration, track runs, and results—not a talk submission; existing deck insufficient",Exclude unless Dan has organizational backing and wants to conduct TREC experiments.,
adaptive-systems,ed-evt-think-ai-summit-think-ai-summit-2027,15-minute tech talk,When an AI System Should Escalate Instead of Guess,"Compress to one concrete implementation story about uncertainty, policy limits, and human escalation","Strong agentic AI/reality-check/responsible AI themes, but the organizer requires an actual implementation and measurable learning.",src-adaptive-systems-ev-thinkai-current,4,4,2,5,,3,65,72,upcoming/rolling routes to prepare for,"CFP not open; real implementation/results requirement may be a hard barrier because supplied materials describe a deterministic fixture, not deployed infrastructure.",Do not prepare a submission until Dan confirms a truthful real-world implementation story that meets the guidelines.,2026-10-15
benchmarks,ed-evt-think-ai-summit-think-ai-summit-2027,15-minute,Three Numbers Your AI Benchmark Forgot,"A tight executive version: sliced failure rate, cost per successful task, and uncertainty",Regional AI audience and 15-minute format can carry a sharp practical framework,,4,5,4,3,,2,68,77,monitor,Not yet open and requires an actual implementation with outcomes; supplied examples are illustrative,Do not pursue unless Dan can supply a real implementation and measured results,2026-10-15
free-tier,ed-evt-tokenomicon-amsterdam-tokenomicon-amsterdam-2026,30-minute talk,Building AI Products That Survive the End of the Free Tier,Token economics and cost-to-serve,Exact topical audience but the edition is imminent and no official open route was verified.,src-free-tier-src-tokenomics-stack,5,5,0,5,,3,68,55,historical fits to monitor for a new cycle,Closed/imminent; historical deadline found only in a non-primary source and therefore omitted,Use the program as fit evidence and monitor a future Amsterdam edition.,2027-03-01
free-tier,ed-evt-tokenomicon-finops-x-tokenomicon-finops-x-2027,45-minute breakout or lightning,Building AI Products That Survive the End of the Free Tier,"Cost per successful outcome, price sensitivity, and cost-to-serve for token-priced AI systems","Prior official guide explicitly asks for FinOps for AI, token-based cost models, unit economics, and data-driven outcomes.",src-free-tier-src-finopsx-guide;src-free-tier-src-finopsx-ai-session,5,5,3,4,,4,87,90,upcoming/rolling routes to prepare for,FINALIST; 2027 call not open; breakout eligibility likely practitioner/end-user; talk currently lacks a proprietary case study and real-world organizational data,Build a citation-backed synthetic demo now; monitor for 2027 rules and use lightning format if practitioner status is not met.,2026-11-02
free-tier,ed-evt-tokenomicon-london-tokenomicon-london-2027,30-minute talk,Building AI Products That Survive the End of the Free Tier,"Token allocation, forecasting, cost to serve, and price sensitivity",Organizer taxonomy directly includes cost-to-serve and cost per call.,src-free-tier-src-tokenomics-events;src-free-tier-src-tokenomics-stack,5,5,2,5,,3,80,72,upcoming/rolling routes to prepare for,No public CFP yet; travel and economics unknown,Monitor organizer page for an editorial CFP and do not substitute sponsorship enquiry.,2026-10-15
skeptic-education,ed-evt-training-conference-and-expo-training-2027-conference-and-expo,Breakout session,A Skeptic's Guide to AI in Workplace Training,"Apply the framework to capability, transfer, and training evaluation","Practical workplace training audience fits, but education-specific framing needs adaptation and call is closed",,4,4,0,4,,4,64,83,historical-monitor,2027 CFP closed; workplace L&D credibility and speaker benefits unknown,Join no list and send no outreach; recheck public 2028 call when posted,2027-04-15
evidence-learning,ed-evt-upcea-digital-teaching-and-learning-conference-2027-upcea-digital-te,40-minute adapted to 50-minute concurrent,Stop Trying to Catch Students Using AI: Designing Better Evidence of Learning,"Authentic evaluation, staged assistance, and independent transfer in digital courses","Audience and listed topics explicitly cover instructional design, authentic evaluation, responsible GenAI, and course redesign.",src-evidence-learning-src-dtl-past-1;src-evidence-learning-src-dtl-past-2,5,5,5,4,4,3,94,92,verified actionable opportunities,FINALIST; UPCEA membership required; corporate status would require an institutional-member co-presenter; presenter pays registration,"Verify Dan's UPCEA membership category immediately; if eligible, expand the talk to a 50-minute applied session with 10-15 minutes of discussion.",2026-09-06
skeptic-education,ed-evt-upcea-digital-teaching-and-learning-conference-2027-upcea-digital-te,40-minute talk adapted to 50 minutes with discussion,A Skeptic's Guide to AI in Digital Learning,Use Delegate/Augment/Preserve to redesign assessment and evaluate pilots against independent learning,"Exact audience includes instructional designers, faculty developers, faculty, and digital-learning leaders; CFP explicitly welcomes responsible AI, authentic assessment, evaluation, and controversial dialogue",src-skeptic-education-ev-063;src-skeptic-education-ev-064,5,5,5,5,3,4,95,100,verified-actionable,Hard barrier unless Dan is a current UPCEA member; corporate members need institutional co-presenter; registration required,"Verify membership/affiliation immediately; if eligible, adapt 150-word abstract to 50-minute concurrent format before 2026-09-30",2026-09-08
evidence-learning,ed-evt-usdla-national-conference-usdla-2027-national-conference,45-minute concurrent,Stop Trying to Catch Students Using AI,Practical assessment redesign for online and distance learning,"Open hybrid CFP, exact 45-minute format, AI priority, and prior sessions on assessment validity closely match the talk.",src-evidence-learning-src-usdla-past-1;src-evidence-learning-src-usdla-past-2,4,5,5,5,4,3,90,95,verified actionable opportunities,FINALIST; $300 onsite or $100 virtual presenter fee; abstract published; compensation not stated,"Choose virtual versus onsite after budget/travel preferences are supplied; prepare a 10-word title, 200-word abstract, and engagement plan.",2026-10-15
skeptic-education,ed-evt-usdla-national-conference-usdla-2027-national-conference,45-minute slot with 5 minutes Q&A,A Skeptic's Guide to Surviving AI in Distance Education,Separate visible AI use from evidence of learning across remote and hybrid programs,"AI in education is a named priority; audience spans higher ed, K-12, and workplace learning; exact 45-minute format matches existing package",src-skeptic-education-ev-065;src-skeptic-education-ev-066,5,5,5,5,3,3,94,100,verified-actionable,Presenter fee USD 300 onsite or USD 100 virtual; travel origin and budget unknown,Choose onsite versus virtual only after budget preference is supplied; draft the detailed engagement plan before 2026-12-15,2026-10-15
judgment,ed-evt-uxdx-uxdx-new-york-2027,30-minute cross-functional adaptation,Code Is Cheap. Judgment Is Expensive: The Review Queue After AI,"Connect product, design and engineering through explicit specifications, executable acceptance criteria and accountable release decisions.",Cross-functional product/engineering audience fits the operating-model thesis; current program language is closely aligned.,src-judgment-ev-ju-uxdx-past1;src-judgment-ev-ju-uxdx-past2,4,4,5,4,,4,76,90,1-verified-actionable,"Main stage expects a real in-house case with decisions, failures and outcomes; the supplied hypothetical examples alone may not qualify.",Target main stage only with a truthful case; otherwise consider the always-open local stage.,2026-10-15
product-engineering,ed-evt-uxdx-uxdx-new-york-2027,30-minute feedback-systems variant,The Future of Product Engineering: Decide What Deserves to Exist,"Center cross-functional judgment and the blocked activation winner, matching the program's explicit AI/product-quality conversation.",The event language nearly mirrors the talk thesis and current agenda contains direct topic precedent.,src-product-engineering-ev-pe-uxdx-past1;src-product-engineering-ev-pe-uxdx-past2,5,5,5,4,,4,87,90,1-verified-actionable,Main stage expects a real in-house case with outcomes; current synthetic proposed design may not qualify.,Only target main stage if Dan has a truthful qualifying case; otherwise use the always-open local stage.,2026-10-15
failure-improvement,ed-evt-visual-studio-live-visual-studio-live-austin-2027,20-minute Fast Focus,The Failure-to-Fix Loop for AI-Assisted Engineering,"Deliver a compact end-to-end demo: reproduce, select intervention, evaluate holdout, promote or reject.","Tracks explicitly ask for nondeterministic AI testing, evals, reliability, observability and DevOps.",src-failure-improvement-ev-fi-vsl-past1;src-failure-improvement-ev-fi-vsl-past2,5,5,5,3,4,4,93,100,1-verified-actionable,Operational deadline timezone conflict; usual booking expects multiple 75-minute talks; prior speaking experience requested.,"Verify deadline timezone, pair this 20-minute talk with two credible 75-minute proposals, then submit before October 5.",2026-09-15
parallelization,ed-evt-visual-studio-live-visual-studio-live-austin-2027,20-minute Fast Focus,"Five Agents, One Decision: Parallel Search Without the Pileup","Compress to competing attempts, independent verification, selection cost and deterministic compilation for working developers.","CFP explicitly includes agentic engineering, nondeterministic AI, evals and reliability; Fast Focus is usable with a tighter deck.",src-parallelization-ev-pa-vsl-past1;src-parallelization-ev-pa-vsl-past2,5,5,5,3,4,4,93,100,1-verified-actionable,Official page conflicts on deadline timezone; typical booking expects at least two 75-minute sessions and previous speaking experience.,Verify the deadline timezone and submit only with two credible companion proposals before October 5.,2026-09-15
retrieval,ed-evt-voxxed-days-luxembourg-voxxed-days-luxembourg-2027,40-minute talk,From RAGs to Retrievals: Learn the New Engineering Speak,"Broad developer bridge across architecture, AI, search, and testing","Tracks cover architecture, cloud, AI, big data/ML, DevOps, and testing; broad experienced-developer audience fits.",src-retrieval-src-voxxed-lux,,4,3,5,,,61,55,upcoming/rolling routes to prepare for,"CFP only announced by month; exact dates, formats, and economics unknown",Prepare the 40-minute version and recheck when the official page opens the CFP in November.,2026-11-02
evidence-learning,ed-evt-wscuc-accreditation-resource-conference-arc2027,40-minute expanded to interactive session,Evidence of Learning in an AI World,"Assessment validity, accreditation evidence, and human review boundaries",WSCUC prioritizes evidence-based action and student success; prior programming includes AI and authentic assessment.,src-evidence-learning-src-wscuc-past-1;src-evidence-learning-src-wscuc-past-2,4,5,5,4,2,4,85,88,verified actionable opportunities,FINALIST; in-person only; priority favors accredited institutions in good standing; all costs borne by presenters,"Verify whether Dan can credibly submit with or through an accredited institution, then adapt around institutional evidence and accreditation.",2026-09-10
